car_shop_db	public	users	id	car_shop_db	public	users_pk
car_shop_db	public	engine	id	car_shop_db	public	engine_pk
car_shop_db	public	manufacture	id	car_shop_db	public	manufacture_pk
car_shop_db	public	vehicle_type	id	car_shop_db	public	vehicle_type_pk
car_shop_db	public	model	id	car_shop_db	public	model_pk
car_shop_db	public	manufacture	id	car_shop_db	public	manufacture_fk
car_shop_db	public	vehicle_type	id	car_shop_db	public	vehicle_type_fk
car_shop_db	public	auto	id	car_shop_db	public	auto_pk
car_shop_db	public	model	id	car_shop_db	public	model_fk
car_shop_db	public	engine	id	car_shop_db	public	engine_fr
car_shop_db	public	client	id	car_shop_db	public	client_pk
car_shop_db	public	orders	id	car_shop_db	public	order_pk
car_shop_db	public	auto	id	car_shop_db	public	auto_fk
car_shop_db	public	client	id	car_shop_db	public	client_fk
car_shop_db	public	users	id	car_shop_db	public	users_fk
