car_shop_db	public	users_pk	car_shop_db	public	users	id	1	
car_shop_db	public	engine_pk	car_shop_db	public	engine	id	1	
car_shop_db	public	manufacture_pk	car_shop_db	public	manufacture	id	1	
car_shop_db	public	vehicle_type_pk	car_shop_db	public	vehicle_type	id	1	
car_shop_db	public	model_pk	car_shop_db	public	model	id	1	
car_shop_db	public	manufacture_fk	car_shop_db	public	model	manufacture_id	1	1
car_shop_db	public	vehicle_type_fk	car_shop_db	public	model	vehicle_type_id	1	1
car_shop_db	public	auto_pk	car_shop_db	public	auto	id	1	
car_shop_db	public	model_fk	car_shop_db	public	auto	model_id	1	1
car_shop_db	public	engine_fr	car_shop_db	public	auto	engine_id	1	1
car_shop_db	public	client_pk	car_shop_db	public	client	id	1	
car_shop_db	public	order_pk	car_shop_db	public	orders	id	1	
car_shop_db	public	auto_fk	car_shop_db	public	orders	auto_id	1	1
car_shop_db	public	client_fk	car_shop_db	public	orders	client_id	1	1
car_shop_db	public	users_fk	car_shop_db	public	orders	user_id	1	1
