2617	pg_catalog	pg_operator	3	2112	6385	25477	0	0	0	0	0	0				
1261	pg_catalog	pg_auth_members	1	0	2	0	0	0	0	0	0	0				
2600	pg_catalog	pg_aggregate	1	118	4	4	0	0	0	0	0	0				
1136	pg_catalog	pg_pltemplate	1	6	0	0	0	0	0	0	0	0				
2614	pg_catalog	pg_listener	1	0			0	0	0	0	0	0				
2609	pg_catalog	pg_description	124	191338	136763	80744	0	0	0	0	0	0				
2612	pg_catalog	pg_language	84498	217192	0	0	0	0	0	0	0	0				
11472	information_schema	sql_sizing	1	23			0	0	0	0	0	0				
11462	information_schema	sql_packages	1	10			0	0	0	0	0	0				
3601	pg_catalog	pg_ts_parser	5	4	0	0	0	0	0	0	0	0				
2604	pg_catalog	pg_attrdef	1	15	44570	1118	32	0	17	0	15	17				
2842	pg_toast	pg_toast_1260	0	0	0	0	0	0	0	0	0	0				
3764	pg_catalog	pg_ts_template	5	20	0	0	0	0	0	0	0	0				
1417	pg_catalog	pg_foreign_server	12	0	0	0	0	0	0	0	0	0				
2844	pg_toast	pg_toast_1262	0	0	0	0	0	0	0	0	0	0				
11447	information_schema	sql_features	1	649			0	0	0	0	0	0				
1249	pg_catalog	pg_attribute	105	100680	507450	96473	643	50	342	47	2182	354				2019-05-02 19:08:39.876000
2619	pg_catalog	pg_statistic	1	348	8630	5819	0	72	0	2	0	70				
2838	pg_toast	pg_toast_2618	0	0	1443	3695	0	0	0	0	0	0				
2608	pg_catalog	pg_depend	37	202968	5265	75650	334	0	178	0	156	178				
2616	pg_catalog	pg_opclass	17	785	2109	29667	0	0	0	0	0	0				
1255	pg_catalog	pg_proc	456	1008788	233113	291080	0	0	0	0	0	0				
11477	information_schema	sql_sizing_profiles	1	0			0	0	0	0	0	0				
2620	pg_catalog	pg_trigger	37	1023	4521	5011	60	0	32	0	31	32				2019-05-02 19:08:39.960000
299869	public	engine	28	26	25	25	1	0	0	0	1	0				
11479	pg_toast	pg_toast_11477	0	0	0	0	0	0	0	0	0	0				
1247	pg_catalog	pg_type	588	145671	45681	45363	62	2	33	0	29	35				
2601	pg_catalog	pg_am	341	344	2072	2072	0	0	0	0	0	0				
3603	pg_catalog	pg_ts_config_map	1	304	0	0	0	0	0	0	0	0				
1214	pg_catalog	pg_shdepend	1	1	360	74	0	0	0	0	0	0				
11467	information_schema	sql_parts	1	9			0	0	0	0	0	0				
2607	pg_catalog	pg_conversion	3	396	0	0	0	0	0	0	0	0				
2328	pg_catalog	pg_foreign_data_wrapper	9	0	0	0	0	0	0	0	0	0				
2753	pg_catalog	pg_opfamily	3	204	0	0	0	0	0	0	0	0				
299949	public	orders	34	32	0	0	1	0	0	0	1	0				
11449	pg_toast	pg_toast_11447	0	0	0	0	0	0	0	0	0	0				
1213	pg_catalog	pg_tablespace	505	962	2	0	0	0	0	0	0	0				
2396	pg_catalog	pg_shdescription	16	16	0	0	0	0	0	0	0	0				
2611	pg_catalog	pg_inherits	5	0	42	0	0	0	0	0	0	0				
11469	pg_toast	pg_toast_11467	0	0	0	0	0	0	0	0	0	0				
2832	pg_toast	pg_toast_2606	0	0	0	0	0	0	0	0	0	0				
1262	pg_catalog	pg_database	21227	192444	26778	26776	1	0	0	0	1	0				
2603	pg_catalog	pg_amproc	9	251	1898	1898	0	0	0	0	0	0				
299885	public	vehicle_type	5	3	48	48	1	0	0	0	1	0				
299893	public	model	28	26	25	25	1	0	0	0	1	0				
2606	pg_catalog	pg_constraint	2812	37531	4278	156	32	0	17	0	15	17				
11452	information_schema	sql_implementation_info	1	12			0	0	0	0	0	0				
299915	public	auto	6	4	25	25	1	0	0	0	1	0				
11457	information_schema	sql_languages	1	4			0	0	0	0	0	0				
1418	pg_catalog	pg_user_mapping	1	0	0	0	0	0	0	0	0	0				
2613	pg_catalog	pg_largeobject	3	0	0	0	0	0	0	0	0	0				
11454	pg_toast	pg_toast_11452	0	0	0	0	0	0	0	0	0	0				
2615	pg_catalog	pg_namespace	90817	331446	4627	4293	0	0	0	0	0	0				
1260	pg_catalog	pg_authid	4675	4596	11213	11211	0	0	0	0	0	0				
11474	pg_toast	pg_toast_11472	0	0	0	0	0	0	0	0	0	0				
2610	pg_catalog	pg_index	10131	622769	4851	6486	17	0	9	0	8	9				
3600	pg_catalog	pg_ts_dict	4	64	0	0	0	0	0	0	0	0				
1259	pg_catalog	pg_class	7313	1311205	41420	40476	62	61	33	58	273	50				2019-05-02 19:08:39.945000
11464	pg_toast	pg_toast_11462	0	0	0	0	0	0	0	0	0	0				
2846	pg_toast	pg_toast_2396	0	0	0	0	0	0	0	0	0	0				
3501	pg_catalog	pg_enum	1	0	0	0	0	0	0	0	0	0				
11459	pg_toast	pg_toast_11457	0	0	0	0	0	0	0	0	0	0				
299860	public	users	44	84	26	26	2	2	0	2	2	2				
2834	pg_toast	pg_toast_2609	0	0	0	0	0	0	0	0	0	0				
2836	pg_toast	pg_toast_1255	0	0	0	0	0	0	0	0	0	0				
299935	public	client	28	26	24	24	1	0	0	0	1	0				
2618	pg_catalog	pg_rewrite	17	860	2637	2709	0	0	0	0	0	0				
3602	pg_catalog	pg_ts_config	4	64	0	0	0	0	0	0	0	0				
2605	pg_catalog	pg_cast	3	573	30258	3697	0	0	0	0	0	0				
2602	pg_catalog	pg_amop	9	386	9378	14332	0	0	0	0	0	0				
2840	pg_toast	pg_toast_2619	0	0	320	376	2	0	2	0	0	2				
299877	public	manufacture	28	26	48	48	1	0	0	0	1	0				
2830	pg_toast	pg_toast_2604	0	0	0	0	0	0	0	0	0	0				
